ComplianceResourceId,ComplianceType,Annotation,OrderingTimestamp
arn:aws:iam::017608207428:role/aws-service-role/isengard.aws.internal/AWSServiceRoleForIsengardControllerRoleInternal,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::033197602013:role/InspectorEnablementRole,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::033197602013:role/IsengardCloudTrailRole,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::033197602013:role/IsengardConfigRole,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::017608207428:role/batman-logs,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::033197602013:role/IsengardRoleForDependencyAssuranceIamAnalyzer,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::033197602013:role/IsengardRoleForOptInComputeOptimizer,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::017608207428:role/CodeGuruProfilerForwardToAmazonProfiler,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::033197602013:role/kiddie-corner-KiddieCornerFunctionRole-2nqAcHxgqKFa,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::017608207428:role/DiscoveryAnalyzerTrustedService-DO-NOT-DELETE,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::033197602013:role/OrthancRole,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::033197602013:role/service-role/perspectiveuseast1userpool-SMS-Role,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::017608207428:role/EMR_AutoScaling_DefaultRole,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::033197602013:role/ResourceConfigurationCollector-DO-NOT-DELETE,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::017608207428:role/GatedGardenAudit,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::017608207428:role/IsengardCloudTrailRole,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::017608207428:role/IsengardConfigRole,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::017608207428:role/IsengardRoleForDependencyAssuranceIamAnalyzer,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::017608207428:role/IsengardRoleForOptInComputeOptimizer,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::017608207428:role/OrthancRole,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::017608207428:role/ResourceConfigurationCollector-DO-NOT-DELETE,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::017608207428:role/service-role/test-role-fyassi4z,COMPLIANT,,2023-12-20T20:24:38Z
arn:aws:iam::017608207428:role/service-role/testlambda-role-8dvtql2w,COMPLIANT,,2023-12-20T20:24:38Z
